"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"34MLWEJ2","journalArticle","2021","Yan, Ke","Chiller fault detection and diagnosis with anomaly detective generative adversarial network","Building and Environment","","03601323","10.1016/j.buildenv.2021.107982","https://linkinghub.elsevier.com/retrieve/pii/S0360132321003863","Data augmentation is one of the necessary steps in the process of automated data-driven fault detection and diagnosis (FDD) for chillers, while real-world operational training samples are usually imbalanced. Faulty data samples are usually more difficult for collection than normal operation data. Existing works show that the generative adversarial networks (GAN) are useful generating synthetic faulty data samples to enrich the training dataset. However, it remains a problem for the automated FDD applications to select high-quality synthetic faulty samples generated by GAN. The FDD accuracy becomes unstable when the quality of synthetic fault data samples cannot be controlled entirely. In this study, we proposed to use the classic definition of anomaly detection to select high-quality synthetic fault data samples with the generative adversarial networks. Two anomaly detection methods were investigated, including the traditional variational auto-encoder (VAE) and the GANomaly. Through a series of experiments, it is justified that, with a small amount of real fault data, the proposed GANbased chiller FDD framework with GANomaly achieves the highest FDD accuracy than all compared methods.","2021-08","2024-03-06 13:05:01","2025-05-30 14:16:31","2024-03-06 13:05:01","107982","","","201","","Building and Environment","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>Uses GAN and VAE to generate synthetic fault data. Once those are trained, uses its discriminator or reconstruction error to detect anomaly on real world data and then classifies the anomaly on known fault states using shallow learning methods.</p>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/VVXLIMVD/Yan - 2021 - Chiller fault detection and diagnosis with anomaly.pdf","notion://www.notion.so/Yan-2021-6c0d0412796341b88dc59093c9e0a953","1D input; Autoencoder; Classified; Data handling techniques; Deep Learning; Fault classification; GAN; notion; Oversampling; Read; RPlan: A; Variable Autoencoder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMZELDCH","journalArticle","2021","Han, Tian; Zhang, Longwen; Yin, Zhongjun; Tan, Andy C.C.","Rolling bearing fault diagnosis with combined convolutional neural networks and support vector machine","Measurement","","02632241","10.1016/j.measurement.2021.109022","https://linkinghub.elsevier.com/retrieve/pii/S0263224121000567","For small sample data, it is difficult to complete the requirements of training complex models in the field of fault diagnosis. To solve the problem, this paper combines convolutional neural network’s excellent feature processing ability with the excellent generalization ability of Support Vector Machine (SVM). The proposed CNN-SVM system is applied in bearing fault diagnosis, which takes the time domain diagram of bearing vibration data as the system input. The features are extracted by CNN, and realizes the final bearing state recognition by SVM. The contribution of the paper is to add three conditions for automatically switch CNN to SVM. The results show that the system has the advantages of less time-consuming, high precision and strong generalization ability. Experimental results show that the time consumption of this model is 1/3 of CNN, and the accuracy of the training set and the testing set are 100% and 99.44%.","2021-06","2024-03-06 13:04:57","2025-06-01 11:38:41","2024-03-06 13:04:57","109022","","","177","","Measurement","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>CNN + SVM. Uses CNN for feature extraction first and anomaly detection and then SVM for fault classification of known faults</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/6RQY2G7I/Han et al. - 2021 - Rolling bearing fault diagnosis with combined conv.pdf; ","notion://www.notion.so/Han-et-al-2021-33c8c497d3324c03a58f3552d8dc3600","1D input; Anomaly detection; CNN; Deep Learning; Fault classification; Historical Data; Latent space; notion; Processed data; RPlan: A; SCADA data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H7A3D5I5","journalArticle","2014","Purarjomandlangrudi, Afrooz; Ghapanchi, Amir Hossein; Esmalifalak, Mohammad","A data mining approach for fault diagnosis: An application of anomaly detection algorithm","Measurement","","02632241","10.1016/j.measurement.2014.05.029","https://linkinghub.elsevier.com/retrieve/pii/S0263224114002504","Rolling-element bearing failures are the most frequent problems in rotating machinery, which can be catastrophic and cause major downtime. Hence, providing advance failure warning and precise fault detection in such components are pivotal and cost-effective. The vast majority of past research has focused on signal processing and spectral analysis for fault diagnostics in rotating components. In this study, a data mining approach using a machine learning technique called anomaly detection (AD) is presented. This method employs classiﬁcation techniques to discriminate between defect examples. Two features, kurtosis and Non-Gaussianity Score (NGS), are extracted to develop anomaly detection algorithms. The performance of the developed algorithms was examined through real data from a test to failure bearing. Finally, the application of anomaly detection is compared with one of the popular methods called Support Vector Machine (SVM) to investigate the sensitivity and accuracy of this approach and its ability to detect the anomalies in early stages.","2014-09","2024-03-06 13:04:49","2025-06-01 09:09:38","2024-03-06 13:04:49","343-352","","","55","","Measurement","A data mining approach for fault diagnosis","","","","","","","en","","","","","DOI.org (Crossref)","","","","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/53V5FBZ6/Purarjomandlangrudi et al. - 2014 - A data mining approach for fault diagnosis An app.pdf","notion://www.notion.so/Purarjomandlangrudi-et-al-2014-96ee9d1f8a4f45ac9b9e30709e4b0c01","Anomaly detection; Classified; Computer Science - Machine Learning; notion; Read; RPlan: A; SVM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCNCMCIR","journalArticle","2013","Georgoulas, George; Loutas, Theodore; Stylios, Chrysostomos D.; Kostopoulos, Vassilis","Bearing fault detection based on hybrid ensemble detector and empirical mode decomposition","Mechanical Systems and Signal Processing","","08883270","10.1016/j.ymssp.2013.02.020","https://linkinghub.elsevier.com/retrieve/pii/S088832701300099X","Aiming at more efﬁcient fault diagnosis, this research work presents an integrated anomaly detection approach for seeded bearing faults. Vibration signals from normal bearings and bearings with three different fault locations, as well as different fault sizes and loading conditions are examined. The Empirical Mode Decomposition and the Hilbert Huang transform are employed for the extraction of a compact feature set. Then, a hybrid ensemble detector is trained using data coming only from the normal bearings and it is successfully applied for the detection of any deviation from the normal condition. The results prove the potential use of the proposed scheme as a ﬁrst stage of an alarm signalling system for the detection of bearing faults irrespective of their loading condition.","2013-12","2024-03-06 13:04:43","2025-06-01 09:09:50","2024-03-06 13:04:43","510-525","","1-2","41","","Mechanical Systems and Signal Processing","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""8""><p><span style=""color: rgb(31, 31, 31)""><span style=""background-color: rgb(255, 255, 255)"">Shallow learning for bearing faults. Uses majority voting of different architectures (Ensemble 1class classifiers)</span></span></p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/LJYKYQXV/Georgoulas et al. - 2013 - Bearing fault detection based on hybrid ensemble d.pdf; ","notion://www.notion.so/Georgoulas-et-al-2013-4e46806de1544fa1bc9e0565d8858738","Anomaly detection; bearings; Classified; Computer Science - Machine Learning; Data handling techniques; Fault classification; Historical Data; NN; notion; PCA; Processed data; Read; RPlan: A; SCADA data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X8AFH3KG","journalArticle","2017","Dong, Li; Liu, Shulin; Zhang, Hongli","A method of anomaly detection and fault diagnosis with online adaptive learning under small training samples","Pattern Recognition","","00313203","10.1016/j.patcog.2016.11.026","https://linkinghub.elsevier.com/retrieve/pii/S0031320316303843","Several methods of the modern intelligent anomaly detection and fault diagnosis have been developed to provide more eﬃcient solutions. However, lacking of fault samples, the training stage and testing stage being mutually independent, and not recognizing new fault type restrict their application in some cases. This paper presents a method of anomaly detection and fault diagnosis with online adaptive learning under small training samples. This approach has classiﬁcation function and clustering function at the same time. The samples of known fault type are categorized and the samples of unknown fault type are clustered with this approach. To determine the performance and possible advantages of the approaches, the experiments on ball bearing fault data and Iris data were performed. Results show that our proposed approach outperforms the other methods, when the training samples are inadequate to cover all of the fault types. The less the known fault types are, the more advantages it has. To a certain extent, this approach could make up for the disadvantages of other methods of anomaly detection and fault diagnosis.","2017-04","2024-03-06 13:04:41","2025-06-01 09:04:46","2024-03-06 13:04:41","374-385","","","64","","Pattern Recognition","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""8""><p><span style=""color: rgb(31, 31, 31)""><span style=""background-color: rgb(255, 255, 255)"">Generates 'self space' of normal samples by increasing boundaries. Shallow learning and not successful with complex patterns. Example for bearings. Tackles unknown faults</span></span></p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/3JQ9YFTJ/Dong et al. - 2017 - A method of anomaly detection and fault diagnosis .pdf; ","notion://www.notion.so/Dong-et-al-2017-4ec35a9ac6514f829df01f0c3c700b0e","bearings; Classified; Computer Science - Machine Learning; Fault classification; Fault prediction; notion; Novelty detection; Read; RPlan: A; SVM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNRX8ZLC","journalArticle","2018","Pan, Jun; Zi, Yanyang; Chen, Jinglong; Zhou, Zitong; Wang, Biao","LiftingNet: A Novel Deep Learning Network With Layerwise Feature Learning From Noisy Mechanical Data for Fault Classification","IEEE Transactions on Industrial Electronics","","0278-0046, 1557-9948","10.1109/TIE.2017.2767540","https://ieeexplore.ieee.org/document/8089430/","The key challenge of intelligent fault diagnosis is to develop features that can distinguish different categories. Because of the unique properties of mechanical data, predetermined features based on prior knowledge are usually used as inputs for fault classiﬁcation. However, proper selection of features often requires expertise knowledge and becomes more difﬁcult and time consuming when volume of data increases. In this paper, a novel deep learning network (LiftingNet) is proposed to learn features adaptively from raw mechanical data without prior knowledge. Inspired by convolutional neural network and second generation wavelet transform, the LiftingNet is constructed to classify mechanical data even though inputs contain considerable noise and randomness. The LiftingNet consists of split layer, predict layer, update layer, pooling layer, and fullconnection layer. Different kernel sizes are allowed in convolutional layers to improve learning ability. As a multilayer neural network, deep features are learned from shallow ones to represent complex structures in raw data. Feasibility and effectiveness of the LiftingNet is validated by two motor bearing datasets. Results show that the proposed method could achieve layerwise feature learning and successfully classify mechanical data even with different rotating speed and under the inﬂuence of random noise.","2018-06","2024-03-20 16:16:14","2025-06-01 11:17:12","2024-03-20 16:16:14","4973-4982","","6","65","","IEEE Trans. Ind. Electron.","LiftingNet","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Fault classification of bearings vibration data (from bench) using CNN but with a different proposed architecture: One layer for splitting, another for predicting and another for updating (? only says it is inspired from wavelet 2nd generation), and repeat this process 3 times. Heavy math load in the paper. Good for using it without (almost) no preprocessing of data</p> </div>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/86CYRABR/Pan et al. - 2018 - LiftingNet A Novel Deep Learning Network With Lay.pdf","notion://www.notion.so/Pan-et-al-2018-db56afa1ef254cd8941ad996190004cd","1D input; bearings; CNN; Deep Learning; Fault classification; notion; SCADA data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJJNGYSD","journalArticle","2022","Chi, Fulin; Yang, Xinyu; Shao, Siyu; Zhang, Qiang","Bearing Fault Diagnosis for Time-Varying System Using Vibration–Speed Fusion Network Based on Self-Attention and Sparse Feature Extraction","Machines","","2075-1702","10.3390/machines10100948","https://www.mdpi.com/2075-1702/10/10/948","Nowadays, most deep-learning-based bearing fault diagnosis methods are studied under the condition of steady speed, while the performance of these models cannot be fully played under time-varying conditions. Therefore, in order to facilitate the practical application of a deep learning model in bearing fault diagnosis, a vibration–speed fusion network is proposed, which utilizes a transformer with a self-attention module to extract vibration features and utilizes a sparse autoencoder (SAE) network to extract sparse features from speed pulse signal. The vibration–speed fusion network enables the efﬁcient fusion of different signals in a high-dimensional vector space with a high degree of model interpretability, without additional signal processing steps. After tuning the hyperparameters of the network, the key segments of the bearing’s time-domain vibration signals can be optimally extracted, the network performance is much better than traditional deep learning methods, and the classiﬁcation accuracy can reach 95.18% and 99.85% on the two public bearing datasets from the Xi’an Jiaotong University and the University of Ottawa.","2022-10-18","2024-03-20 16:16:03","2025-05-30 14:13:11","2024-03-20 16:16:03","948","","10","10","","Machines","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p style=""margin: 0.0px 0.0px 0.0px 0.0px; font: 13.3px Arial; -webkit-text-stroke: #000000;""><span style=""font-family: 'Arial'; font-weight: normal; font-style: normal; font-size: 13.33px; font-kerning: none;"">Fuses an autoencoder with a transformer for bearing fault classification from speed and vibration data. Multi head attention of transformer makes it more robust to noise. Unclear results although good approach and explanation of the adaptation of transformer to time series</span></p>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/BSAITIZL/Chi et al. - 2022 - Bearing Fault Diagnosis for Time-Varying System Us.pdf; ","notion://www.notion.so/Chi-et-al-2022-1108d9f4dd2f4101b225998de25820d9","Anomaly detection; Autoencoder; bearings; Data handling techniques; Deep Learning; Fault classification; Historical Data; Latent space; notion; RPlan: A; Transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMAYULJ4","journalArticle","2020","Kim, Sunuwe; Jo, Soo-Ho; Kim, Wongon; Park, Jongmin; Jeong, Jingyo; Han, Yeongmin; Kim, Daeil; Youn, Byeng Dong","A Semi-Supervised Autoencoder With an Auxiliary Task (SAAT) for Power Transformer Fault Diagnosis Using Dissolved Gas Analysis","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3027830","https://ieeexplore.ieee.org/document/9210082/","This paper proposes a semi-supervised autoencoder with an auxiliary task (SAAT) to extract a health feature space for power transformer fault diagnosis using dissolved gas analysis (DGA). The health feature space generated by a semi-supervised autoencoder (SSAE) not only identiﬁes normal and thermal/electrical fault types, but also presents the underlying characteristics of DGA. In the proposed approach, by adding an auxiliary task that detects normal and fault states in the loss function of SSAE, the health feature space additionally enables visualization of health degradation properties. The overall procedure of the new approach includes three key steps: 1) preprocessing DGA data, 2) extracting two health features via SAAT, and 3) visualizing the two health features in two-dimensional space. In this paper, we test the proposed approach using massive unlabeled/labeled Korea Electric Power Corporation (KEPCO) databases and IEC TC 10 databases. To demonstrate the effectiveness of the proposed approach, four comparative studies are conducted with these datasets; the studies examined: 1) the effectiveness of an auxiliary detection task, 2) the effectiveness of the visualization method, 3) conventional fault diagnosis methods, and 4) the state-of-the-art, semi-supervised deep learning algorithms. By examining several evaluation metrics, these comparative studies conﬁrm that the proposed approach outperforms SSAE without the auxiliary task, existing methods, and state-of-the-art deep learning algorithms, in terms of deﬁning health degradation performance. We expect that the proposed SAAT-based health feature space approach will be widely applicable to intuitively monitor the health state of power transformers in the real world.","2020","2024-03-20 16:16:00","2025-06-01 09:30:57","2024-03-20 16:16:00","178295-178310","","","8","","IEEE Access","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""8""><p><span style=""color: rgb(31, 31, 31)""><span style=""background-color: rgb(255, 255, 255)"">Uses Autoencoder for both unsupervised feature extraction (rec loss) and fault classification on healthy/faulty (auxiliary loss, from encoder output). Applies oversampling to overcome imbalanced data. Data from Power transformers. Good example of semi-supervised approach, that uses AE trained encoder to extract features and then being able to classify faults with that trained encoder output</span></span></p> <p></p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/BDSYYXX4/Kim et al. - 2020 - A Semi-Supervised Autoencoder With an Auxiliary Ta.pdf; ","notion://www.notion.so/Kim-et-al-2020-89571791e2d8434f996042804c01fc35","Anomaly detection; Autoencoder; Classified; Deep Learning; Fault classification; Health degradation properties; High rated; Latent space; NN; notion; Oversampling; Read; RPlan: A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WLLLUIL5","journalArticle","2021","Belagoune, Soufiane; Bali, Noureddine; Bakdi, Azzeddine; Baadji, Bousaadia; Atif, Karim","Deep learning through LSTM classification and regression for transmission line fault detection, diagnosis and location in large-scale multi-machine power systems","Measurement","","02632241","10.1016/j.measurement.2021.109330","https://linkinghub.elsevier.com/retrieve/pii/S0263224121003286","Fault detection, diagnosis, identification and location are crucial to improve the sensitivity and reliability of system protection. This maintains power systems continuous proper operation; however, it is challenging in large-scale multi-machine power systems. This paper introduces three novel Deep Learning (DL) classification and regression models based on Deep Recurrent Neural Networks (DRNN) for Fault Region Identification (FRI), Fault Type Classification (FTC), and Fault Location Prediction (FLP). These novel models explore full transient data from pre- and post-fault cycles to make reliable decisions; whereas current and voltage signals are measured through Phasor Measurement Units (PMUs) at different terminals and used as input features to the DRNN models. Sequential Deep Learning (SDL) is employed herein through Long Short-Term Memory (LSTM) to model spatiotemporal sequences of high-dimensional multivariate features to achieve accurate classification and pre­ diction results. The proposed algorithms were tested in a Two-Area Four-Machine Power System. Training and testing data are collected during transmission lines faults of different types introduced at various locations in different regions. The presented algorithms achieved superior detection, classification and location performance with high accuracy and robustness compared to contemporary techniques.","2021-06","2024-03-20 16:15:48","2025-06-01 10:12:52","2024-03-20 16:15:48","109330","","","177","","Measurement","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/MN6K8KLX/Belagoune et al. - 2021 - Deep learning through LSTM classification and regr.pdf; ","notion://www.notion.so/Belagoune-et-al-2021-87fa3a4bd090476aaeade508db216121","Anomaly detection; Deep Learning; Fault classification; LSTM; notion; RPlan: A; SCADA data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHGYSMMR","journalArticle","2022","Haidari, Parsa; Hajiahmad, Ali; Jafari, Ali; Nasiri, Amin","Deep learning-based model for fault classification in solar modules using infrared images","Sustainable Energy Technologies and Assessments","","22131388","10.1016/j.seta.2022.102110","https://linkinghub.elsevier.com/retrieve/pii/S221313882200162X","The efforts to decrease air pollutants using renewable energies, especially photovoltaic energy, are developing rapidly worldwide. Photovoltaic powerhouses contain a large number of photovoltaic power generators called photovoltaic modules that must be investigated regularly. However, these modules cannot be investigated with traditional methods because they are time-consuming and life-threatening. In this article, a deep learning algorithm-based method was developed for photovoltaic powerhouse investigation. Two types of defects were studied in photovoltaic powerhouses, namely hotspot, and hot substring. These defects are more frequent in the photovoltaic powerhouse. Datasets used in this work contain thermal images of photovoltaic modules obtained from aerial and terrestrial images. The prepared network was evaluated by some statistical parameters, including F1 score, accuracy, and precision. Finally, the network was classified with a total accuracy of 0.98, and the obtained results were compared with those of other works.","2022-08","2024-03-20 16:15:45","2025-06-01 09:59:56","2024-03-20 16:15:45","102110","","","52","","Sustainable Energy Technologies and Assessments","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Uses VGG16 transfer learning (modify latest FC layers) for fault classification on images for photovoltaic fault classification</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/YT2AC6BA/Haidari et al. - 2022 - Deep learning-based model for fault classification.pdf; ","notion://www.notion.so/Haidari-et-al-2022-af1dd08c9b0f4843898bffc49bab16c6","Deep Learning; Fault classification; notion; SCADA data; Transfer Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25KZIR9I","journalArticle","2020","Zhang, Chaolong; He, Yigang; Du, Bolun; Yuan, Lifen; Li, Bing; Jiang, Shanhe","Transformer fault diagnosis method using IoT based monitoring system and ensemble machine learning","Future Generation Computer Systems","","0167739X","10.1016/j.future.2020.03.008","https://linkinghub.elsevier.com/retrieve/pii/S0167739X19334727","Transformer is important to the electric power systems, and its accurate fault diagnosis is still hard. In the paper, a novel transformer fault diagnosis method using an Internet of Things (IoT) based monitoring system and an ensemble machine learning (EML) is presented. The monitoring system based on IoT technology consists of two parts: a data measurement subsystem and a data reception subsystem. Firstly, transformer vibration signals are measured by using the data measurement subsystem, and they are sent to the remote server by using the data reception subsystem. Then, an EML composed of deep belief networks (DBNs) and stacked denoising autoencoders (SDAs) with different activation functions, and relevance vector machines (RVMs) is proposed. DBNs and SDAs are respectively used to extract features from the signals, and RVMs are respectively employed as classifier. In order to ensure efficient of the EML, a novel combination strategy is proposed. A transformer fault diagnosis experiment is performed, and the diagnosis results confirm that the designed monitoring system can collect vibration signals effectively and long-distance, and the proposed EML can usefully remedy the inadequate information of features extracted by individual deep learning method, and its RVM classifier is obviously better than other commonly used classifiers.","2020-07","2024-03-20 16:15:41","2025-05-30 14:28:09","2024-03-20 16:15:41","533-545","","","108","","Future Generation Computer Systems","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Paper to detect and classify faults (over all classes) in transformers using DBN ensembled over acquired vibration signal data. Calculates diagnostic accuracy and evaluates using mean diagnostic accuracy. Implements it in an IoT monitoring device. Tests it over different fault modes of transformers</p> </div>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/IHX98G9C/Zhang et al. - 2020 - Transformer fault diagnosis method using IoT based.pdf","notion://www.notion.so/Zhang-et-al-2020-edbe83317bfb41e8a64a0e2cdbcdc18e","1D input; Anomaly detection; Classified; DBN; Fault classification; notion; PCA visualization; Read; RPlan: A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87SRHVGU","journalArticle","2023","Yang, Lidong; Jiang, Xingxing; Li, Xuegang; Zhu, Zhongkui","Self-Supervised Learning With Signal Masking and Reconstruction for Machinery Fault Diagnosis Under Limited Labeled Data and Varying Working Condition","IEEE Sensors Journal","","1530-437X, 1558-1748, 2379-9153","10.1109/JSEN.2023.3309696","https://ieeexplore.ieee.org/document/10238381/","Deep learning methods are promising tools for machinery fault diagnosis in modern industry. However, the diagnostic performance of these methods will deteriorate significantly with insufficient labeled data or varying working condition. To address this problem, a self-supervised learning (SSL) method with self-attention mechanism is proposed for machinery fault diagnosis under limited labeled data and nonstationary working condition. A simple but effective pretext task is first constructed to take full advantage of unlabeled data under varying working condition. By completing the pretext task, a pretrained model is generated for effective feature representation with the constraint of signal masking and reconstruction, thus enhancing the capability of extracting discriminative features. Then, a fine-tuned model, which inherits the capability of feature extraction of pretrained one by knowledge transfer, is built by feeding into few labeled samples. Moreover, with our SSL method, transformer architecture with self-attention mechanism is used as the backbone to enhance the ability of modeling global dependency and extracting temporal information. The experimental results reveal that our method can achieve better diagnostic performance under new working condition by comparing with six advanced methods. Furthermore, a discussion on the capability of reconstruction and the classification effect is performed in this study, which demonstrates the rationality of our designed pretext task.","2023-10-15","2024-03-20 16:15:38","2025-06-01 11:41:13","2024-03-20 16:15:38","24862-24873","","20","23","","IEEE Sensors J.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Anomaly detection + fault classification in 2 parts: one to train self-supervised autoencoder and then use trained Encoder to classify different faults in different working conditions. Good explanations and references of intuitions. Uses signal masking on input. Analyzes latent space with t-SNE. 2 datasets used for validation of approach</p> </div>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/P6MHJMC8/Yang et al. - 2023 - Self-Supervised Learning With Signal Masking and R.pdf","notion://www.notion.so/Yang-et-al-2023-00c6490513ab44ee9268b214a7c18f76","1D input; Anomaly detection; Autoencoder; bearings; Deep Learning; Fault classification; High rated; notion; RPlan: A; SCADA data; Transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJ5PHJCU","journalArticle","2024","Zhu, Jun; Wang, Yuanfan; Huang, Cheng-Geng; Shen, Changqing; Chen, Bojian","A New Incremental Learning for Bearing Fault Diagnosis Under Noisy Conditions Using Classification and Feature-Level Information","IEEE Transactions on Instrumentation and Measurement","","0018-9456, 1557-9662","10.1109/TIM.2023.3330177","https://ieeexplore.ieee.org/document/10313348/","Deep learning has been widely used for fault diagnosis of complex mechanical equipment in recent years. However, fault types keep increasing with the change in the working state of mechanical equipment in practical scenarios, which causes the performance of traditional machine-learning models to degrade rapidly. Incremental learning can continuously learn new knowledge from incremental information while retaining previously learned knowledge, effectively enhancing the generalization performance of the model to meet the needs of fault diagnosis in actual industrial scenarios. Moreover, the noise environment will have a certain effect on the performance of the model. Therefore, this article proposes a new incremental learning method using classification and feature-level information, which aims to improve the robustness of the model under noisy conditions. First, an adaptive dual-branch residual network is constructed, and weights are assigned through an adaptive algorithm to enable the model to retain old knowledge while learning new knowledge. Then, an adversarial network is used to reduce the differences at the feature level after the samples pass through the model of different phases, which ensures the sustainable learning ability of the model and promotes knowledge transfer between different phases. Meanwhile, catastrophic forgetting is overcome through knowledge distillation loss. The comparative experimental results show that the proposed method in this article outperforms the current popular incremental learning method.","2024","2024-03-20 16:05:32","2025-06-01 09:12:16","2024-03-20 16:05:32","1-14","","","73","","IEEE Trans. Instrum. Meas.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""8""><p><span style=""color: rgb(31, 31, 31)""><span style=""background-color: rgb(255, 255, 255)"">Fault classification using GAN and Incremental Learning (to overcome data drift). Uses labeled data in training. GAN is used for novelty detection (new faults). Good idea. Challenge is catastrophical forgetting, i.e., not forget 'old' faults due to adapting to new data or discovering new faults. Uses ResNet for feature extractor (distilled) and preprocessed data as input (FFT). Results are not that good against less complex methods</span></span></p> <p><span style=""color: rgb(31, 31, 31)""><span style=""background-color: rgb(255, 255, 255)"">Quite complex model. Should re read several times. Still unclear GAN application. What about fault prediction?</span></span></p> <p></p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/7GU53ISH/getPDF.pdf; ","notion://www.notion.so/Zhu-et-al-2024-8739eb294a3440b1938cee60b9b7c1c0","Classified; Deep Learning; Fault classification; GAN; Good task theory (DL); High rated; Latent space; notion; Processed data; Re-read; Read; RPlan: A; SCADA data; Transfer Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
