"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VJJNGYSD","journalArticle","2022","Chi, Fulin; Yang, Xinyu; Shao, Siyu; Zhang, Qiang","Bearing Fault Diagnosis for Time-Varying System Using Vibration–Speed Fusion Network Based on Self-Attention and Sparse Feature Extraction","Machines","","2075-1702","10.3390/machines10100948","https://www.mdpi.com/2075-1702/10/10/948","Nowadays, most deep-learning-based bearing fault diagnosis methods are studied under the condition of steady speed, while the performance of these models cannot be fully played under time-varying conditions. Therefore, in order to facilitate the practical application of a deep learning model in bearing fault diagnosis, a vibration–speed fusion network is proposed, which utilizes a transformer with a self-attention module to extract vibration features and utilizes a sparse autoencoder (SAE) network to extract sparse features from speed pulse signal. The vibration–speed fusion network enables the efﬁcient fusion of different signals in a high-dimensional vector space with a high degree of model interpretability, without additional signal processing steps. After tuning the hyperparameters of the network, the key segments of the bearing’s time-domain vibration signals can be optimally extracted, the network performance is much better than traditional deep learning methods, and the classiﬁcation accuracy can reach 95.18% and 99.85% on the two public bearing datasets from the Xi’an Jiaotong University and the University of Ottawa.","2022-10-18","2024-03-20 16:16:03","2025-06-06 17:02:57","2024-03-20 16:16:03","948","","10","10","","Machines","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p style=""margin: 0.0px 0.0px 0.0px 0.0px; font: 13.3px Arial; -webkit-text-stroke: #000000;""><span style=""font-family: 'Arial'; font-weight: normal; font-style: normal; font-size: 13.33px; font-kerning: none;"">Fuses an autoencoder with a transformer for bearing fault classification from speed and vibration data. Multi head attention of transformer makes it more robust to noise. Unclear results although good approach and explanation of the adaptation of transformer to time series</span></p>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/BSAITIZL/Chi et al. - 2022 - Bearing Fault Diagnosis for Time-Varying System Us.pdf; ","notion://www.notion.so/Chi-et-al-2022-1108d9f4dd2f4101b225998de25820d9","1D input; Anomaly detection; Anomaly Score: Static; Autoencoder; bearings; Data handling techniques; Deep Learning; Fault classification; Historical Data; Interpretability: Attention + residuals; Latent space; Multivariate; notion; Representation; RPlan: A; Single entity; Transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMAYULJ4","journalArticle","2020","Kim, Sunuwe; Jo, Soo-Ho; Kim, Wongon; Park, Jongmin; Jeong, Jingyo; Han, Yeongmin; Kim, Daeil; Youn, Byeng Dong","A Semi-Supervised Autoencoder With an Auxiliary Task (SAAT) for Power Transformer Fault Diagnosis Using Dissolved Gas Analysis","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3027830","https://ieeexplore.ieee.org/document/9210082/","This paper proposes a semi-supervised autoencoder with an auxiliary task (SAAT) to extract a health feature space for power transformer fault diagnosis using dissolved gas analysis (DGA). The health feature space generated by a semi-supervised autoencoder (SSAE) not only identiﬁes normal and thermal/electrical fault types, but also presents the underlying characteristics of DGA. In the proposed approach, by adding an auxiliary task that detects normal and fault states in the loss function of SSAE, the health feature space additionally enables visualization of health degradation properties. The overall procedure of the new approach includes three key steps: 1) preprocessing DGA data, 2) extracting two health features via SAAT, and 3) visualizing the two health features in two-dimensional space. In this paper, we test the proposed approach using massive unlabeled/labeled Korea Electric Power Corporation (KEPCO) databases and IEC TC 10 databases. To demonstrate the effectiveness of the proposed approach, four comparative studies are conducted with these datasets; the studies examined: 1) the effectiveness of an auxiliary detection task, 2) the effectiveness of the visualization method, 3) conventional fault diagnosis methods, and 4) the state-of-the-art, semi-supervised deep learning algorithms. By examining several evaluation metrics, these comparative studies conﬁrm that the proposed approach outperforms SSAE without the auxiliary task, existing methods, and state-of-the-art deep learning algorithms, in terms of deﬁning health degradation performance. We expect that the proposed SAAT-based health feature space approach will be widely applicable to intuitively monitor the health state of power transformers in the real world.","2020","2024-03-20 16:16:00","2025-06-06 17:04:03","2024-03-20 16:16:00","178295-178310","","","8","","IEEE Access","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""8""><p><span style=""color: rgb(31, 31, 31)""><span style=""background-color: rgb(255, 255, 255)"">Uses Autoencoder for both unsupervised feature extraction (rec loss) and fault classification on healthy/faulty (auxiliary loss, from encoder output). Applies oversampling to overcome imbalanced data. Data from Power transformers. Good example of semi-supervised approach, that uses AE trained encoder to extract features and then being able to classify faults with that trained encoder output</span></span></p> <p></p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/BDSYYXX4/Kim et al. - 2020 - A Semi-Supervised Autoencoder With an Auxiliary Ta.pdf; ","notion://www.notion.so/Kim-et-al-2020-89571791e2d8434f996042804c01fc35","1D input; Anomaly detection; Anomaly Score: Dynamic; Autoencoder; Chemical plant; Classified; Deep Learning; Fault classification; Health degradation properties; High rated; Interpretability: Not addressed; Latent space; MLP; Multivariate; notion; Oversampling; Read; Representation; RPlan: A; Single entity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87SRHVGU","journalArticle","2023","Yang, Lidong; Jiang, Xingxing; Li, Xuegang; Zhu, Zhongkui","Self-Supervised Learning With Signal Masking and Reconstruction for Machinery Fault Diagnosis Under Limited Labeled Data and Varying Working Condition","IEEE Sensors Journal","","1530-437X, 1558-1748, 2379-9153","10.1109/JSEN.2023.3309696","https://ieeexplore.ieee.org/document/10238381/","Deep learning methods are promising tools for machinery fault diagnosis in modern industry. However, the diagnostic performance of these methods will deteriorate significantly with insufficient labeled data or varying working condition. To address this problem, a self-supervised learning (SSL) method with self-attention mechanism is proposed for machinery fault diagnosis under limited labeled data and nonstationary working condition. A simple but effective pretext task is first constructed to take full advantage of unlabeled data under varying working condition. By completing the pretext task, a pretrained model is generated for effective feature representation with the constraint of signal masking and reconstruction, thus enhancing the capability of extracting discriminative features. Then, a fine-tuned model, which inherits the capability of feature extraction of pretrained one by knowledge transfer, is built by feeding into few labeled samples. Moreover, with our SSL method, transformer architecture with self-attention mechanism is used as the backbone to enhance the ability of modeling global dependency and extracting temporal information. The experimental results reveal that our method can achieve better diagnostic performance under new working condition by comparing with six advanced methods. Furthermore, a discussion on the capability of reconstruction and the classification effect is performed in this study, which demonstrates the rationality of our designed pretext task.","2023-10-15","2024-03-20 16:15:38","2025-06-06 15:03:11","2024-03-20 16:15:38","24862-24873","","20","23","","IEEE Sensors J.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Anomaly detection + fault classification in 2 parts: one to train self-supervised autoencoder and then use trained Encoder to classify different faults in different working conditions. Good explanations and references of intuitions. Uses signal masking on input. Analyzes latent space with t-SNE. 2 datasets used for validation of approach</p> </div>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/P6MHJMC8/Yang et al. - 2023 - Self-Supervised Learning With Signal Masking and R.pdf","notion://www.notion.so/Yang-et-al-2023-00c6490513ab44ee9268b214a7c18f76","1D input; Anomaly detection; Anomaly Score: Dynamic; Autoencoder; bearings; Deep Learning; Fault classification; High rated; Interpretability: Latent + Output residuals; notion; Reconstruction; RPlan: A; SCADA data; Single entity; Transformer; Univariate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAYD96RA","journalArticle","2021","Thill, Markus; Konen, Wolfgang; Wang, Hao; Bäck, Thomas","Temporal convolutional autoencoder for unsupervised anomaly detection in time series","Applied Soft Computing","","15684946","10.1016/j.asoc.2021.107751","https://linkinghub.elsevier.com/retrieve/pii/S1568494621006724","Learning temporal patterns in time series remains a challenging task up until today. Particularly for anomaly detection in time series, it is essential to learn the underlying structure of a system’s normal behavior. Periodic or quasiperiodic signals with complex temporal patterns make the problem even more challenging: Anomalies may be a hard-to-detect deviation from the normal recurring pattern. In this paper, we present TCN-AE, a temporal convolutional network autoencoder based on dilated convolutions. Contrary to many other anomaly detection algorithms, TCN-AE is trained in an unsupervised manner. The algorithm demonstrates its efficacy on a comprehensive real-world anomaly benchmark comprising electrocardiogram (ECG) recordings of patients with cardiac arrhythmia. TCNAE significantly outperforms several other unsupervised state-of-the-art anomaly detection algorithms. Moreover, we investigate the contribution of the individual enhancements and show that each new ingredient improves the overall performance on the investigated benchmark.","2021-11","2024-03-20 15:54:17","2025-06-06 15:10:45","2024-03-20 15:54:17","107751","","","112","","Applied Soft Computing","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>Really good application of anomaly detection on time series unsupervised using temporal convolution autoencoder. Really good results tested on ECG data. Really good theory and task explanation as well as architecture analysis</p>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/HHEBSZL2/Thill et al. - 2021 - Temporal convolutional autoencoder for unsupervise.pdf","notion://www.notion.so/Thill-et-al-2021-90b48ede2f434118bd98f01629130abe","1D input; Anomaly Score: Static; Autoencoder; Classified; CNN; Data handling techniques; ECG data; Fleet data; Good anomalies type explanation; Good Autoencoder theory; Good task theory (DL); High rated; Latent space; Multivariate; notion; Output residuals; Read; Reconstruction; RPlan: B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T49ATRLX","journalArticle","2019","Munir, Mohsin; Siddiqui, Shoaib Ahmed; Chattha, Muhammad Ali; Dengel, Andreas; Ahmed, Sheraz","FuseAD: Unsupervised Anomaly Detection in Streaming Sensors Data by Fusing Statistical and Deep Learning Models","Sensors","","1424-8220","10.3390/s19112451","https://www.mdpi.com/1424-8220/19/11/2451","The need for robust unsupervised anomaly detection in streaming data is increasing rapidly in the current era of smart devices, where enormous data are gathered from numerous sensors. These sensors record the internal state of a machine, the external environment, and the interaction of machines with other machines and humans. It is of prime importance to leverage this information in order to minimize downtime of machines, or even avoid downtime completely by constant monitoring. Since each device generates a different type of streaming data, it is normally the case that a speciﬁc kind of anomaly detection technique performs better than the others depending on the data type. For some types of data and use-cases, statistical anomaly detection techniques work better, whereas for others, deep learning-based techniques are preferred. In this paper, we present a novel anomaly detection technique, FuseAD, which takes advantage of both statistical and deep-learning-based approaches by fusing them together in a residual fashion. The obtained results show an increase in area under the curve (AUC) as compared to state-of-the-art anomaly detection methods when FuseAD is tested on a publicly available dataset (Yahoo Webscope benchmark). The obtained results advocate that this fusion-based technique can obtain the best of both worlds by combining their strengths and complementing their weaknesses. We also perform an ablation study to quantify the contribution of the individual components in FuseAD, i.e., the statistical ARIMA model as well as the deep-learning-based convolutional neural network (CNN) model.","2019-05-29","2024-04-25 15:52:00","2025-06-06 17:04:34","2024-04-25 15:52:00","2451","","11","19","","Sensors","FuseAD","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Good paper on how to integrate statistical classical model (ARIMA) with DL model (CNN) for anomaly detection. Good reference for that. However not for industrial data as uses yahoo login user data and some datasets from NAB. Still, good explanation and results comparison</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/6AMYRC2Y/Munir et al. - 2019 - FuseAD Unsupervised Anomaly Detection in Streamin.pdf; ","notion://www.notion.so/Munir-et-al-2019-83bf23b202174b94af2d37bb714df589","1D input; Anomaly Score: Static; Autoencoder; Classified; CNN; Deep Learning; Forecasting-based; Generic / Benchmark data; Good task theory (DL); Multivariate; notion; Output residuals; Potential reference; Read; RPlan: B; Single entity; SOTA; Statistics - Machine Learning; To read for paper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6J2BQH6","journalArticle","2020","Minghu Zhang; Zhang, Minghu; Minghu Zhang; Jianwen Guo; Guo, Jianwen; Jianwen Guo; Xin Li; Li, Xin; Rui Jin; Jin, Rui","Data-Driven Anomaly Detection Approach for Time-Series Streaming Data.","Sensors","","","10.3390/s20195646","","Recently, wireless sensor networks (WSNs) have been extensively deployed to monitor environments. Sensor nodes are susceptible to fault generation due to hardware and software failures in harsh environments. Anomaly detection for the time-series streaming data of sensor nodes is a challenging but critical fault diagnosis task, particularly in large-scale WSNs. The data-driven approach is becoming essential for the goal of improving the reliability and stability of WSNs. We propose a data-driven anomaly detection approach in this paper, named median filter (MF)-stacked long short-term memory-exponentially weighted moving average (LSTM-EWMA), for time-series status data, including the operating voltage and panel temperature recorded by a sensor node deployed in the field. These status data can be used to diagnose device anomalies. First, a median filter (MF) is introduced as a preprocessor to preprocess obvious anomalies in input data. Then, stacked long short-term memory (LSTM) is employed for prediction. Finally, the exponentially weighted moving average (EWMA) control chart is employed as a detector for recognizing anomalies. We evaluate the proposed approach for the panel temperature and operating voltage of time-series streaming data recorded by wireless node devices deployed in harsh field conditions for environmental monitoring. Extensive experiments were conducted on real time-series status data. The results demonstrate that compared to other approaches, the MF-stacked LSTM-EWMA approach can significantly improve the detection rate (DR) and false rate (FR). The average DR and FR values with the proposed approach are 95.46% and 4.42%, respectively. MF-stacked LSTM-EWMA anomaly detection also achieves a better F2 score than that achieved by other methods. The proposed approach provides valuable insights for anomaly detection in WSNs by detecting anomalies in the time-series status data recorded by wireless sensor nodes.","2020","2024-04-25 15:39:16","2025-06-06 17:05:56","","5646","","19","20","","","","","","","","","","","","","","","","","DOI: 10.3390/s20195646 MAG ID: 3090041645 PMCID: 7582627 PMID: 33023175 S2ID: 857113cc4e991a1dae483cc34bc0a1886d258557","<p>Anomaly detection on wireless sensors sthat stream time series data. Preprocesses with rolling median, uses stacked LSTM to predict and the n compare against full read trace while using exponential moving average to determine if segment is anomalous. Mostly detects outliers.</p>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/8RGFXF74/Zhang et al. - 2020 - Data-Driven Anomaly Detection Approach for Time-Se.pdf","notion://www.notion.so/Minghu-Zhang-et-al-2020-c1e61373a3d54007bca993b556073d16","1D input; Anomaly detection; Anomaly Score: Static; Arch type: Direct model; Classified; Clean noise in training data; Data handling techniques; Deep Learning; Fleet data; Forecasting-based; Good task theory (DL); Interpretability: Not addressed; IoT devices; LSTM; Multivariate; notion; Processed data; Read; RPlan: A; SCADA data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NX4G42F","preprint","2023","Yang, Chaocheng; Wang, Tingyin; Yan, Xuanhui","DDMT: Denoising Diffusion Mask Transformer Models for Multivariate Time Series Anomaly Detection","","","","10.48550/arXiv.2310.08800","http://arxiv.org/abs/2310.08800","Anomaly detection in multivariate time series has emerged as a crucial challenge in time series research, with significant research implications in various fields such as fraud detection, fault diagnosis, and system state estimation. Reconstruction-based models have shown promising potential in recent years for detecting anomalies in time series data. However, due to the rapid increase in data scale and dimensionality, the issues of noise and Weak Identity Mapping (WIM) during time series reconstruction have become increasingly pronounced. To address this, we introduce a novel Adaptive Dynamic Neighbor Mask (ADNM) mechanism and integrate it with the Transformer and Denoising Diffusion Model, creating a new framework for multivariate time series anomaly detection, named Denoising Diffusion Mask Transformer (DDMT). The ADNM module is introduced to mitigate information leakage between input and output features during data reconstruction, thereby alleviating the problem of WIM during reconstruction. The Denoising Diffusion Transformer (DDT) employs the Transformer as an internal neural network structure for Denoising Diffusion Model. It learns the stepwise generation process of time series data to model the probability distribution of the data, capturing normal data patterns and progressively restoring time series data by removing noise, resulting in a clear recovery of anomalies. To the best of our knowledge, this is the first model that combines Denoising Diffusion Model and the Transformer for multivariate time series anomaly detection. Experimental evaluations were conducted on five publicly available multivariate time series anomaly detection datasets. The results demonstrate that the model effectively identifies anomalies in time series data, achieving state-of-the-art performance in anomaly detection.","2023-10-30","2024-12-20 11:22:53","2025-06-06 17:06:49","2024-12-20 11:22:53","","","","","","","DDMT","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2310.08800 [cs]","Comment: 16 pages, 9 figures; <div data-schema-version=""9""><p>Good paper on state of the art model using transformers for multivariate time series anomaly detection. Uses an attention mask first and then diffusion transformers to reconstruct the input (similar to our task but using diffusion). Compares against other read SOTA AD models and public datasets (SMD; SWaT)</p> </div>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/F5WY7T3E/Yang et al. - 2023 - DDMT Denoising Diffusion Mask Transformer Models .pdf","notion://www.notion.so/Yang-et-al-2023-1623c3c2f8f2816fb604e31c08b1ed39","1D input; Anomaly detection; Anomaly Score: Static; Attention; Autoencoder + Diffusion Model; Classified; Deep Learning; Generic / Benchmark data; Good anomalies type explanation; Good Autoencoder theory; Good task theory (DL); Industrial data; Interpretability: Not addressed; Multivariate; notion; Read; Recon; Reconstruction; RPlan: B; Single entity; state of the art; Transformer","Computer Science - Artificial Intelligence; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2310.08800","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"366HY59L","journalArticle","2024","Lee, Daesoo; Malacarne, Sara; Aune, Erlend","Explainable time series anomaly detection using masked latent generative modeling","Pattern Recognition","","00313203","10.1016/j.patcog.2024.110826","https://linkinghub.elsevier.com/retrieve/pii/S0031320324005776","We present a novel time series anomaly detection method that achieves excellent detection accuracy while offering a superior level of explainability. Our proposed method, TimeVQVAE-AD, leverages masked generative modeling adapted from the cutting-edge time series generation method known as TimeVQVAE. The prior model is trained on the discrete latent space of a time–frequency domain. Notably, the dimensional semantics of the time–frequency domain are preserved in the latent space, enabling us to compute anomaly scores across different frequency bands, which provides a better insight into the detected anomalies. Additionally, the generative nature of the prior model allows for sampling likely normal states for detected anomalies, enhancing the explainability of the detected anomalies through counterfactuals. Our experimental evaluation on the UCR Time Series Anomaly archive demonstrates that TimeVQVAE-AD significantly surpasses the existing methods in terms of detection accuracy and explainability. We provide our implementation on GitHub: https://github.com/ML4ITS/TimeVQVAE-AnomalyDetection.","2024-12","2024-12-22 11:42:03","2025-06-06 17:07:54","2024-12-22 11:42:03","110826","","","156","","Pattern Recognition","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Good recent paper on anomaly detection for time series. Similar example as in our case of study. Leverage TimeVQVAE model already published and improves it for increasing detectability. Uses reconstruction loss as explainability of anomaly (same idea as ours). Good explanation of limitations of other architectures. TimeVQVAE to be investigated as it looks promising. Uses UCR dataset for benchmarking.</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/IZ3TEBJ2/Lee et al. - 2024 - Explainable time series anomaly detection using ma.pdf; ","notion://www.notion.so/Lee-et-al-2024-1643c3c2f8f281b88695e19a3370c586","1D input; Adds context info; Anomaly detection; Anomaly Score: Dynamic; Autoencoder; Classified; Data handling techniques; Deep Learning; GAN; Generic / Benchmark data; Good anomalies type explanation; Good Autoencoder theory; Good task theory (DL); Good time series theory; High rated; Industrial data; Interpretability; Latent space; MLP; notion; Output residuals; Re-read; Read; Representation; RPlan: A; Single entity; state of the art; Transformer; Univariate; Variable Autoencoder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUYSMYGC","journalArticle","2023","Baidya, Ranjai; Jeong, Heon","Anomaly Detection in Time Series Data Using Reversible Instance Normalized Anomaly Transformer","Sensors","","1424-8220","10.3390/s23229272","https://www.mdpi.com/1424-8220/23/22/9272","Anomalies are infrequent in nature, but detecting these anomalies could be crucial for the proper functioning of any system. The rarity of anomalies could be a challenge for their detection as detection models are required to depend on the relations of the datapoints with their adjacent datapoints. In this work, we use the rarity of anomalies to detect them. For this, we introduce the reversible instance normalized anomaly transformer (RINAT). Rooted in the foundational principles of the anomaly transformer, RINAT incorporates both prior and series associations for each time point. The prior association uses a learnable Gaussian kernel to ensure a thorough understanding of the adjacent concentration inductive bias. In contrast, the series association method uses self-attention techniques to speciﬁcally focus on the original raw data. Furthermore, because anomalies are rare in nature, we utilize normalized data to identify series associations and employ non-normalized data to uncover prior associations. This approach enhances the modelled series associations and, consequently, improves the association discrepancies.","2023-11-19","2024-12-16 11:52:26","2025-06-06 12:31:29","2024-12-16 11:52:26","9272","","22","23","","Sensors","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Evolution on the Anomaly Transformer paper by adding a normalization and de-normalization technique. Acknowledges it is not the best model which is rare but a good thing. Uses Anomaly Transformer code for performance comparison and some of the popular datasets</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/IWVWM7ZR/Baidya and Jeong - 2023 - Anomaly Detection in Time Series Data Using Revers.pdf; ","notion://www.notion.so/Baidya-y-Jeong-2023-15e3c3c2f8f281ccbe0de83a644970c3","Anomaly detection; Transformer; Autoencoder; notion; 1D input; Classified; Read; Attention; Good Autoencoder theory; state of the art; Good time series theory; Multivariate; To read for paper; RPlan: B; Single entity; Generic / Benchmark data; Reconstruction; Anomaly Score: Dynamic; Interpretability: Not addressed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXNSYQZL","conferencePaper","2024","Nam, Youngeun; Yoon, Susik; Shin, Yooju; Bae, Minyoung; Song, Hwanjun; Lee, Jae-Gil; Lee, Byung Suk","Breaking the Time-Frequency Granularity Discrepancy in Time-Series Anomaly Detection","Proceedings of the ACM Web Conference 2024","979-8-4007-0171-9","","10.1145/3589334.3645556","https://dl.acm.org/doi/10.1145/3589334.3645556","In light of the remarkable advancements made in time-series anomaly detection (TSAD), recent emphasis has been placed on exploiting the frequency domain as well as the time domain to address the difficulties in precisely detecting pattern-wise anomalies. However, in terms of anomaly scores, the window granularity of the frequency domain is inherently distinct from the data-point granularity of the time domain. Owing to this discrepancy, the anomaly information in the frequency domain has not been utilized to its full potential for TSAD. In this paper, we propose a TSAD framework, Dual-TF , that simultaneously uses both the time and frequency domains while breaking the time-frequency granularity discrepancy. To this end, our framework employs nested-sliding windows, with the outer and inner windows responsible for the time and frequency domains, respectively, and aligns the anomaly scores of the two domains. As a result of the high resolution of the aligned scores, the boundaries of pattern-wise anomalies can be identified more precisely. In six benchmark datasets, our framework outperforms state-of-the-art methods by 12.0–147%, as demonstrated by experimental results.","2024-05-13","2024-12-14 12:46:44","2025-06-06 17:09:26","2024-12-14 12:46:44","4204-4215","","","","","","","","","","","ACM","Singapore Singapore","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Provides nested sliding windows for the TSAD approach to combine both time and frequency domains. Uses Anomaly Transformer as a model and trains for both reconstructing time and reconstructing frequency per each nested window. Then uses reconstruction error on both to determine if anomaly. Good paper and well explained. Compares against other SOTA architectures.</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/42N58CHA/Nam et al. - 2024 - Breaking the Time-Frequency Granularity Discrepanc.pdf; ","notion://www.notion.so/Nam-et-al-2024-15c3c3c2f8f2817a913ec36648e2b29b","1D input; Anomaly detection; Anomaly Score: Static; Arch type: Direct model; Attention; Classified; Deep Learning; Fleet data; Generic / Benchmark data; Good anomalies type explanation; Good task theory (DL); Good time series theory; High rated; Interpretability: Not addressed; Multivariate; notion; Re-read; Read; Reconstruction; RPlan: B; state of the art; Transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WWW '24: The ACM Web Conference 2024","","","","","","","","","","","","","","",""
"R8SS89MN","journalArticle","2023","Li, Yifan; Peng, Xiaoyan; Zhang, Jia; Li, Zhiyong; Wen, Ming","DCT-GAN: Dilated Convolutional Transformer-Based GAN for Time Series Anomaly Detection","IEEE Transactions on Knowledge and Data Engineering","","1041-4347, 1558-2191, 2326-3865","10.1109/TKDE.2021.3130234","https://ieeexplore.ieee.org/document/9626552/","Time series anomaly detection (TSAD) is an essential problem faced in several ﬁelds, e.g., fault detection, fraud detection, and intrusion detection, etc. Although TSAD is a crucial problem in anomaly detection, few solutions in anomaly detection are suitable for it at present. Recently, some researchers use GAN-based methods such as TAnoGAN and TadGAN to solve TSAD problem.","2023-04-01","2024-12-14 12:46:38","2025-06-06 14:28:08","2024-12-14 12:46:38","3632-3644","","4","35","","IEEE Trans. Knowl. Data Eng.","DCT-GAN","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Paper proposes a GAN-based framework for TSAD. Uses several generators with a DCT block (dilated convolution + transformer encoder block) and a discriminator in the training stage until Nash equilibrium. Dilated convolution in theory to get more receptive field and not lose resolution. Then AD stage after training to use a single generator and a discriminator to provide anomaly score. Good state of the art paper.</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/ILVTUEGE/Li et al. - 2023 - DCT-GAN Dilated Convolutional Transformer-Based G.pdf; ","notion://www.notion.so/Li-et-al-2023-15c3c3c2f8f28100b090f5a2dccd6aa8","1D input; Adversarial training; Anomaly detection; Anomaly Score: Dynamic; Attention; Classified; Deep Learning; GAN; Generic / Benchmark data; Good task theory (DL); Good time series theory; High rated; Interpretability: Not addressed; Multivariate; notion; Re-read; Read; Reconstruction; RPlan: B; Single entity; SOTA; Transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
